625	18 
626	4 13 19 
627	5 
628	5 
629	21 
630	9 
631	9 
632	10 14 25 
633	21 
634	3 9 21 
635	1 
636	3 
637	9 
638	15 
639	18 
640	14 
641	13 
642	1 
643	19 
644	11 
645	18 
646	21 
647	11 
648	19 
649	4 
650	2 
651	13 
652	20 
653	20 
654	10 
655	11 
656	2 
657	7 
658	2 16 17 
659	17 
660	10 16 17 
661	15 
662	22 
663	21 
664	8 16 18 
665	4 16 25 
666	9 
667	15 
668	6 
669	5 15 17 
670	15 
671	2 
672	22 
673	10 
674	2 
675	8 10 19 
676	22 
677	19 
678	2 
679	5 
680	13 
681	5 14 19 
682	22 
683	13 
684	23 
685	13 
686	6 
687	1 
688	5 8 19 
689	19 21 23 
690	8 
691	13 
692	14 
693	14 
694	10 
695	2 
696	26 
697	3 
698	5 15 17 
699	7 11 16 
700	3 
701	6 
702	7 
703	21 
704	21 25 27 
705	17 
706	15 
707	21 
708	10 13 27 
709	4 
710	1 6 13 
711	13 
712	19 
713	11 23 24 
714	6 
715	17 
716	10 
717	4 13 17 
718	5 
719	2 
720	21 
721	18 
722	15 
723	8 
724	5 
725	2 7 19 
726	6 
727	3 6 19 
728	19 
729	8 
730	13 
731	6 9 23 
732	21 
733	16 
734	19 
735	22 
736	21 
737	7 14 15 
738	26 
739	26 
740	14 
741	16 
742	27 
743	19 
744	21 
745	7 
746	4 
747	26 
748	14 
749	13 
750	11 
751	13 
752	9 
753	8 
754	15 
755	6 
756	22 
757	8 
758	12 
759	17 
760	3 
761	2 
762	5 
763	23 
764	9 
765	14 
766	4 
767	11 16 18 
768	19 
769	2 17 19 
770	15 
771	17 
772	6 
773	2 
774	18 
775	13 
776	18 
777	26 
778	2 
779	6 7 21 
780	2 9 15 
781	17 19 21 
782	15 
783	12 
784	7 
785	15 
786	21 
787	11 
788	4 
789	9 
790	16 
791	15 
792	13 
793	7 
794	19 
795	10 
796	20 
797	23 
798	11 20 21 
799	6 
800	1 
801	11 
802	8 
803	13 
804	19 
805	16 
806	19 
807	21 
808	21 
809	27 
810	27 
811	19 
812	11 
813	17 
814	14 
815	8 
816	13 
817	25 
818	23 
819	14 
820	12 
821	13 
822	19 
823	9 15 21 
824	14 
825	15 
826	15 
827	1 4 17 
828	21 
829	7 13 14 
830	13 
831	6 
832	9 
833	5 
834	13 21 24 
835	4 
836	9 
837	16 
838	7 
839	13 
840	6 13 17 
841	26 
842	1 
843	10 
844	17 
845	19 
846	19 
847	19 
848	5 
849	19 
850	21 
851	15 
852	1 
853	13 
854	8 
855	27 
856	16 
857	16 
858	19 
859	21 
860	1 
861	9 
862	19 
863	17 
864	15 
865	19 
866	7 
867	13 
868	15 
869	27 
870	15 
871	7 
872	24 
873	21 
874	19 
875	9 
876	7 
877	6 
878	14 
879	23 
880	14 
881	8 
882	7 
883	2 5 21 
884	4 
885	15 
886	19 
887	14 
888	16 
889	18 
890	16 
891	2 
892	26 
893	19 
894	9 
895	4 
896	14 
897	11 
898	19 
899	13 
900	4 15 21 
901	19 
902	6 
903	27 
904	13 
905	2 
906	1 
907	5 
908	5 
909	26 
910	15 
911	6 
912	13 14 23 
913	3 6 21 
914	5 8 11 
915	23 
916	15 
917	21 
918	15 
919	14 
920	19 
921	21 
922	2 
923	11 
924	3 
925	17 
926	11 
927	13 
928	13 
929	11 
930	11 
931	15 
932	14 
933	17 
934	18 
935	19 
936	3 
937	13 
938	19 
939	25 
940	4 
941	16 
942	12 19 22 
943	2 
944	19 
945	5 15 18 
946	23 
947	15 
948	24 
949	22 
950	8 
951	2 
952	20 
953	21 
954	14 
955	17 
956	11 14 15 
957	24 
958	2 
959	16 
960	21 
961	14 
962	2 
963	14 
964	13 
965	24 
966	3 
967	19 
968	14 
969	18 
970	13 
971	6 
972	7 
973	3 
974	3 18 24 
975	7 
976	22 
977	4 13 27 
978	21 
979	6 
980	21 
981	26 
982	6 
983	13 
984	19 
985	12 
986	18 
987	21 
988	7 
989	27 
990	19 
991	24 
992	15 17 26 
993	20 
994	18 
995	5 9 15 
996	5 
997	3 
998	10 
999	11 
1000	11 
1001	26 
1002	10 
1003	4 
1004	22 
1005	2 
1006	13 
1007	26 
1008	16 
1009	9 
1010	14 
1011	1 
1012	14 
1013	3 
1014	16 19 20 
1015	15 
1016	8 
1017	12 
1018	18 
1019	15 
1020	3 
1021	26 
1022	26 
1023	14 
1024	21 
1025	16 
1026	21 
1027	7 
1028	3 
1029	21 
1030	11 
1031	27 
1032	7 
1033	21 
1034	5 
1035	21 
1036	23 
1037	19 
1038	12 
1039	3 6 18 
1040	7 
1041	3 15 24 
1042	6 
1043	17 
1044	15 
1045	23 
1046	5 
1047	13 
1048	9 
1049	18 
1050	17 
1051	3 11 15 
1052	12 
1053	14 
1054	12 
1055	15 
1056	13 
1057	21 
1058	3 
1059	7 
1060	8 
1061	15 
1062	7 
1063	1 
1064	2 
1065	10 14 27 
1066	23 
1067	15 
1068	7 
1069	4 5 12 
1070	13 
1071	20 
1072	1 
1073	14 
1074	17 
1075	14 
1076	15 
1077	18 
1078	6 
1079	22 
1080	20 
1081	24 
1082	13 
1083	17 
1084	12 
1085	11 
1086	3 16 23 
1087	21 
1088	17 18 19 
1089	21 
1090	14 
1091	11 
1092	19 
1093	15 
1094	6 10 22 
1095	10 
1096	22 
1097	14 
1098	15 
1099	8 
1100	5 
1101	26 
1102	20 
1103	23 
1104	14 
1105	4 15 21 
1106	25 
1107	3 
1108	15 
1109	6 14 15 
1110	21 
1111	15 
1112	21 
1113	5 
1114	21 
1115	10 19 21 
1116	10 16 17 
1117	13 
1118	26 
1119	19 
1120	15 
1121	15 
1122	17 
1123	18 
1124	2 5 6 
1125	25 
1126	17 
1127	5 
1128	11 23 26 
1129	21 
1130	3 
1131	21 
1132	4 
1133	18 
1134	14 
1135	14 
1136	5 
1137	26 
1138	12 
1139	23 
1140	6 12 17 
1141	21 
1142	25 
1143	11 
1144	16 17 27 
1145	14 
1146	11 
1147	17 
1148	21 
1149	16 
1150	5 
1151	8 
1152	13 
1153	4 
1154	17 
1155	16 
1156	4 
1157	20 
1158	25 
1159	5 
1160	15 
1161	19 
1162	5 
1163	3 
1164	15 
1165	4 
1166	20 21 23 
1167	18 
1168	14 
1169	19 
1170	16 
1171	5 
1172	6 
1173	15 
1174	21 
1175	8 
1176	3 
1177	2 
1178	20 
1179	19 
1180	4 14 19 
1181	7 
1182	20 
1183	16 
1184	6 
1185	21 
1186	18 
1187	13 
1188	2 
1189	21 
1190	13 15 27 
1191	13 
1192	18 
1193	5 
1194	15 
1195	13 
1196	1 
1197	13 
1198	1 
1199	6 
1200	13 
1201	8 18 21 
1202	22 
1203	3 
1204	9 
1205	8 
1206	7 
1207	15 
1208	19 
1209	2 
1210	8 
1211	14 
1212	11 
1213	7 
1214	14 
1215	2 
1216	16 
1217	5 
1218	24 
1219	11 
1220	25 
1221	13 
1222	19 
1223	14 
1224	3 
1225	26 
1226	12 
1227	17 
1228	8 
1229	15 
1230	5 
1231	12 
1232	8 
1233	8 9 14 
1234	1 
1235	18 
1236	8 
1237	6 
1238	14 
1239	21 
1240	5 
1241	12 
1242	5 
1243	11 13 21 
1244	16 
1245	14 
1246	21 
1247	17 
1248	19 
1249	1 9 13 
1250	3 
1251	17 
1252	26 
1253	27 
1254	18 19 26 
1255	7 
1256	14 
1257	15 
1258	11 
1259	23 
1260	13 
1261	14 
1262	13 
1263	18 
1264	19 
1265	22 
1266	6 
1267	9 
1268	1 
1269	10 
1270	13 
1271	10 
1272	24 
1273	18 
1274	21 
1275	16 
1276	11 
1277	6 
1278	21 
1279	20 
1280	3 
1281	3 
1282	5 
1283	17 
1284	3 22 27 
1285	19 
1286	21 
1287	15 
1288	24 
1289	13 
1290	16 
1291	15 
1292	21 
1293	2 
1294	21 
1295	14 15 23 
1296	16 
1297	15 
1298	4 16 17 
1299	5 
1300	10 16 20 
1301	17 
1302	13 18 20 
1303	13 
1304	2 
1305	16 
1306	6 
1307	2 3 21 
1308	21 
1309	13 
1310	7 
1311	19 
1312	17 
1313	24 
1314	21 
1315	17 
1316	15 
1317	21 
1318	13 
1319	3 
1320	11 
1321	15 
1322	19 
1323	10 21 25 
1324	14 
1325	4 8 22 
1326	14 
1327	10 
1328	7 
1329	7 
1330	2 
1331	19 
1332	8 
1333	5 
1334	15 
1335	11 
1336	17 
1337	9 
1338	3 14 27 
1339	23 
1340	4 
1341	23 
1342	15 
1343	8 
1344	11 15 16 
1345	16 
1346	11 
1347	19 
1348	3 13 27 
1349	21 
1350	5 
1351	2 
1352	19 
1353	18 
1354	9 
1355	15 
1356	6 
1357	11 17 21 
1358	9 
1359	25 
1360	17 
1361	9 
1362	16 
1363	12 
1364	21 
1365	4 
1366	2 
1367	19 
1368	20 
1369	19 
1370	22 
1371	13 
1372	15 
1373	10 
1374	19 
1375	22 
1376	9 19 21 
1377	16 
1378	3 
1379	19 
1380	17 
1381	5 
1382	12 
1383	27 
1384	25 
1385	27 
1386	2 
1387	7 16 19 
1388	13 
1389	5 
1390	11 
1391	19 
1392	14 
1393	12 
1394	10 
1395	26 
1396	5 
1397	27 
1398	21 
1399	7 
1400	1 
1401	19 
1402	2 
1403	19 
1404	8 
1405	13 
1406	3 
1407	5 11 12 
1408	19 
1409	2 
1410	21 
1411	16 
1412	17 
1413	16 
1414	7 
1415	17 
1416	13 
1417	16 
1418	21 
1419	21 
1420	18 
1421	5 
1422	2 
1423	18 
1424	27 
1425	4 9 14 
1426	5 
1427	2 16 24 
1428	5 
1429	13 
1430	8 9 15 
1431	14 
1432	4 
1433	18 
1434	2 
1435	15 
1436	19 
1437	2 
1438	19 
1439	11 
1440	17 
1441	22 
1442	25 
1443	6 
1444	3 14 26 
1445	15 
1446	20 
1447	19 
1448	19 
1449	13 
1450	8 
1451	22 
1452	15 
1453	13 
1454	1 
1455	1 16 21 
1456	11 
1457	15 
1458	17 
1459	10 
1460	11 
1461	16 
1462	17 
1463	13 
1464	21 
1465	20 
1466	21 
1467	21 
1468	4 6 24 
1469	18 
1470	18 
1471	10 
1472	13 
1473	23 
1474	2 
1475	20 
1476	14 
1477	20 
1478	17 
1479	13 
1480	11 
1481	3 
1482	3 
1483	21 
1484	13 22 23 
1485	15 
1486	14 
1487	7 
1488	16 
1489	16 
1490	19 
1491	11 
1492	21 
1493	21 
1494	14 
1495	25 
1496	19 
1497	10 
1498	14 
1499	26 
1500	6 15 16 
1501	15 
1502	11 
1503	19 
1504	15 
1505	5 
1506	22 
1507	15 
1508	3 
1509	17 
1510	13 
1511	16 
1512	2 
1513	8 
1514	27 
1515	7 
1516	2 
1517	21 
1518	13 
1519	24 
1520	19 
1521	19 
1522	19 
1523	14 
1524	16 
1525	15 
1526	21 
1527	6 
1528	1 
1529	5 
1530	6 
1531	17 
1532	19 
1533	23 
1534	11 
1535	14 
1536	17 
1537	13 
1538	9 
1539	14 
1540	2 
1541	10 
1542	11 
1543	23 
1544	15 
1545	11 
1546	11 
1547	14 
1548	16 
1549	1 
1550	13 
1551	2 
1552	3 7 21 
1553	11 
1554	27 
1555	21 
1556	21 
1557	17 
1558	15 
1559	13 
1560	1 
1561	19 
1562	16 
1563	21 
1564	11 
1565	18 
1566	21 
1567	14 
1568	3 
1569	13 
1570	8 
1571	11 
1572	10 
1573	11 
1574	19 
1575	17 
1576	21 
1577	13 
1578	18 
1579	19 
1580	16 
1581	19 21 25 
1582	5 
1583	21 
1584	21 
1585	13 
1586	5 
1587	13 21 27 
1588	5 
1589	21 
1590	26 
1591	24 
1592	11 
1593	4 
1594	18 
1595	16 
1596	16 
1597	16 
1598	9 
1599	8 
1600	13 
1601	7 
1602	15 
1603	17 
1604	5 
1605	16 
1606	13 
1607	7 
1608	7 13 15 
1609	13 
1610	15 
1611	14 
1612	3 
1613	9 
1614	5 
1615	5 20 22 
1616	17 
1617	22 
1618	9 
1619	20 
1620	6 
1621	15 
1622	9 
1623	14 
1624	22 
1625	15 
1626	13 
1627	7 21 22 
1628	16 
1629	13 
1630	26 
1631	9 
1632	27 
1633	5 
1634	5 
1635	23 
1636	15 
1637	13 
1638	3 
1639	5 
1640	21 
1641	17 
1642	9 
1643	11 
1644	7 
1645	21 
1646	15 
1647	14 
1648	3 
1649	14 15 25 
1650	5 6 15 
1651	14 
1652	9 
1653	26 
1654	1 
1655	8 
1656	4 5 21 
1657	7 
1658	2 
1659	8 
1660	13 21 25 
1661	14 
1662	25 
1663	15 
1664	18 
1665	23 
1666	1 
1667	19 
1668	3 
1669	21 
1670	17 
1671	1 5 19 
1672	7 
1673	19 
1674	8 
1675	6 
1676	17 
1677	11 14 23 
1678	6 
1679	5 
1680	4 12 17 
1681	27 
1682	1 5 14 
1683	19 
1684	10 
1685	3 
1686	16 
1687	26 
1688	18 
1689	17 
1690	1 18 21 
1691	13 
1692	23 
1693	6 
1694	8 
1695	9 
1696	15 
1697	2 
1698	17 
1699	21 
1700	7 
1701	13 
1702	14 
1703	4 14 19 
1704	25 
1705	4 
1706	14 17 26 
1707	3 
1708	9 
1709	4 7 16 
1710	22 
1711	11 16 19 
1712	26 
1713	22 
1714	21 
1715	3 
1716	16 
1717	19 
1718	19 
1719	3 
1720	13 
1721	5 17 21 
1722	4 
1723	19 
1724	7 
1725	4 
1726	24 
1727	19 
1728	15 
1729	7 8 10 
1730	15 
1731	11 15 21 
1732	7 
1733	8 
1734	11 
1735	13 19 23 
1736	14 
1737	9 
1738	17 
1739	13 
1740	3 
1741	8 
1742	8 14 15 
1743	15 
1744	12 
1745	13 
1746	3 
1747	23 
1748	21 
1749	23 
1750	21 
1751	8 
1752	9 
1753	19 
1754	21 
1755	6 
1756	11 
1757	27 
1758	21 
1759	1 
1760	24 
1761	5 
1762	12 
1763	19 
1764	3 
1765	8 
1766	21 
1767	13 
1768	19 
1769	27 
1770	13 
1771	15 
1772	21 
1773	17 
1774	7 
1775	14 
1776	19 
1777	16 
1778	19 
1779	13 
1780	26 
1781	1 
1782	3 
1783	15 
1784	5 
1785	18 
1786	2 4 23 
1787	13 
1788	4 
1789	15 
1790	14 
1791	13 
1792	3 
1793	12 
1794	5 
1795	2 
1796	12 
1797	24 
1798	17 
1799	13 
1800	19 
1801	7 
1802	3 
1803	13 
1804	27 
1805	21 
1806	2 
1807	21 
1808	15 16 22 
1809	10 
1810	27 
1811	8 
1812	15 
1813	21 
1814	2 
1815	9 
1816	9 
1817	5 
1818	2 
1819	19 
1820	3 
1821	21 
1822	17 
1823	8 
1824	13 
1825	15 
1826	22 
1827	11 
1828	11 
1829	1 14 19 
1830	21 
1831	3 
1832	17 
1833	21 
1834	12 
1835	23 
1836	7 
1837	12 
1838	27 
1839	15 
1840	5 
1841	16 
1842	14 
1843	3 12 22 
1844	15 
1845	16 
1846	13 
1847	7 
1848	24 
1849	15 
1850	5 
1851	9 10 11 
1852	3 
1853	25 
1854	1 15 16 
1855	27 
1856	7 16 21 
1857	23 
1858	15 
1859	5 
1860	3 
1861	4 
1862	14 
1863	6 
1864	8 19 21 
1865	15 
1866	7 
1867	5 
1868	27 
1869	5 
1870	14 23 25 
1871	11 16 20 
1872	16 
1873	11 
1874	9 
1875	16 
1876	13 
1877	2 3 7 
1878	21 
1879	10 
1880	14 
1881	17 
1882	5 
1883	15 
1884	25 
1885	5 
1886	7 
1887	16 
1888	6 
1889	5 
1890	4 
1891	10 
1892	14 
1893	3 
1894	5 8 19 
1895	17 
1896	11 
1897	14 
1898	15 
1899	22 
1900	15 
1901	13 
1902	14 
1903	15 
1904	21 
1905	17 
1906	25 
1907	7 
1908	15 
1909	18 
1910	8 
1911	10 
1912	11 
1913	27 
1914	8 
1915	2 
1916	13 14 21 
1917	18 
1918	19 
1919	7 
1920	1 
1921	11 
1922	18 
1923	8 
1924	16 
1925	9 
1926	10 
1927	1 
1928	24 
1929	11 
1930	23 
1931	22 
1932	17 
1933	11 
1934	12 
1935	21 
1936	25 
1937	14 
1938	16 
1939	15 
1940	21 
1941	21 
1942	10 
1943	11 
1944	1 
1945	15 
1946	18 
1947	6 
1948	1 17 23 
1949	24 
1950	14 
1951	19 
1952	11 
1953	13 
1954	8 
1955	18 
1956	9 
1957	6 
1958	3 
1959	4 
1960	19 
1961	17 
1962	6 
1963	16 
1964	15 18 20 
1965	23 
1966	22 
1967	8 
1968	21 
1969	6 
1970	6 
1971	11 15 22 
1972	13 
1973	2 
1974	23 
1975	21 
1976	17 
1977	6 
1978	19 
1979	12 18 21 
1980	19 
1981	21 
1982	17 
1983	6 
1984	18 
1985	27 
1986	12 
1987	16 
1988	2 11 14 
1989	19 
1990	3 
1991	8 19 26 
1992	22 
1993	2 16 25 
1994	2 
1995	12 
1996	14 15 21 
1997	22 
1998	21 
1999	1 
2000	13 
2001	19 
2002	2 
2003	3 
2004	8 13 24 
2005	15 
2006	12 
2007	3 
2008	16 
2009	1 5 16 
2010	12 
2011	18 
2012	17 
2013	13 17 19 
2014	3 
2015	5 
2016	16 
2017	21 
2018	21 
2019	13 
2020	21 
2021	27 
2022	6 
2023	8 
2024	1 
2025	6 
2026	13 
2027	2 
2028	7 15 24 
2029	5 
2030	17 
2031	8 
2032	13 
2033	15 
2034	2 
2035	2 
2036	19 
2037	4 12 27 
2038	15 
2039	23 
2040	11 
2041	21 
2042	7 
2043	5 
2044	14 
2045	2 
2046	21 
2047	19 
2048	1 
2049	16 
2050	15 
2051	15 
2052	24 
2053	15 
2054	1 
2055	4 17 19 
2056	18 
2057	7 
2058	19 
2059	17 
2060	18 
2061	15 20 23 
2062	2 16 19 
2063	22 
2064	19 
2065	2 16 18 
2066	23 
2067	15 
2068	15 
2069	11 
2070	13 
2071	15 
2072	1 
2073	26 
2074	2 
2075	13 
2076	6 15 21 
2077	15 
2078	2 
2079	7 
2080	2 
2081	14 
2082	26 
2083	9 
2084	25 
2085	5 
2086	9 
2087	2 18 20 
2088	17 
2089	11 
2090	25 
2091	13 18 21 
2092	4 
2093	14 
2094	22 
2095	21 
2096	9 
2097	12 
2098	19 
2099	2 
2100	6 
2101	16 
2102	1 
2103	8 14 19 
2104	10 
2105	11 
2106	2 
2107	26 
2108	15 
2109	14 
2110	24 
2111	9 
2112	15 
2113	6 
2114	16 
2115	3 5 16 
2116	23 
2117	19 
2118	2 
2119	2 11 14 
2120	9 
2121	6 17 19 
2122	1 
2123	7 
2124	1 
2125	6 
2126	13 
2127	4 
2128	16 
2129	11 
2130	19 
2131	18 
2132	9 
2133	8 
2134	20 
2135	4 
2136	24 
2137	15 
2138	14 
2139	23 
2140	16 
2141	5 
2142	14 
2143	14 
2144	15 
2145	4 21 24 
2146	17 
2147	11 
2148	15 
2149	4 9 17 
2150	6 12 24 
2151	2 
2152	13 17 27 
2153	12 15 19 
2154	21 
2155	9 
2156	15 
2157	17 
2158	24 
2159	15 
2160	15 
2161	19 
2162	20 
2163	20 
2164	19 
2165	15 
2166	21 
2167	13 
2168	21 
2169	10 
2170	1 
2171	6 
2172	3 
2173	14 
2174	8 
2175	15 
2176	9 
2177	12 
2178	17 
2179	14 
2180	5 18 24 
2181	18 
2182	18 
2183	14 
2184	6 
2185	13 
2186	21 
2187	13 
2188	6 
2189	5 
2190	26 
2191	10 16 21 
2192	23 
2193	16 
2194	22 
2195	6 19 26 
2196	26 
2197	1 
2198	17 
2199	2 
2200	5 17 18 
2201	18 
2202	11 
2203	2 
2204	16 
2205	16 
2206	9 
2207	16 
2208	4 
2209	16 
2210	8 12 21 
2211	16 
2212	25 
2213	7 
2214	2 
2215	6 
2216	6 
2217	3 
2218	6 
2219	12 
2220	11 
2221	14 
2222	18 
2223	19 
2224	20 
2225	17 
2226	19 
2227	11 
2228	17 
2229	6 
2230	24 
2231	8 
2232	8 
2233	5 
2234	5 
2235	2 15 19 
2236	26 
2237	8 14 21 
2238	1 
2239	17 
2240	8 
2241	16 
2242	5 
2243	21 
2244	9 
2245	12 
2246	11 
2247	5 
2248	2 
2249	21 
2250	4 5 11 
2251	9 15 18 
2252	27 
2253	10 
2254	15 
2255	24 
2256	5 
2257	16 
2258	5 
2259	5 
2260	18 
2261	13 
2262	18 
2263	7 
2264	19 
2265	17 
2266	5 
2267	19 
2268	13 23 27 
2269	26 
2270	15 
2271	9 
2272	15 
2273	15 
2274	15 
2275	13 
2276	21 
2277	21 
2278	21 
2279	14 
2280	20 21 27 
2281	16 
2282	3 
2283	5 8 17 
2284	15 
2285	12 
2286	6 
2287	2 
2288	19 
2289	22 
2290	8 16 24 
2291	24 
2292	10 
2293	18 
2294	21 
2295	8 
2296	18 
2297	23 
2298	26 
2299	4 11 13 
2300	9 
2301	25 
2302	10 20 22 
2303	12 
2304	8 
2305	16 
2306	21 
2307	11 
2308	21 
2309	21 
2310	27 
2311	15 
2312	15 
2313	8 
2314	5 
2315	19 
2316	5 
2317	3 
2318	23 
2319	24 
2320	4 
2321	20 
2322	11 15 17 
2323	7 
2324	19 
2325	22 
2326	12 
2327	14 
2328	10 
2329	11 
2330	14 
2331	13 21 24 
2332	19 
2333	7 
2334	17 
2335	25 
2336	19 
2337	23 
